City,Census,Rank,label,offset,x_place,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,state,toolcity,toolcensus,toolrank,toolchange,firstcensus,tooltext,limit,limits_val
READING,5,49,0,right,9.25,49,-9.95,-8.55,-48.6,-49.4,reading,PA,Reading,5th,49th,Rank Change from Last Census: -8,<br>First Appearance: 4th Census,"City: Reading, PA<br>Census: 5th<br>Rank: 49th<br>Rank Change from Last Census: -8<br>First Appearance: 4th Census",left_lim,9.8
NEW YORK,6,1,0,NA,11.100000000000001,1,-11.8,-10.400000000000002,-0.6,-1.4,new_york,NY,New York,6th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 6th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,10.55
NEW YORK,6,1,0,NA,11.100000000000001,1,-11.8,-10.400000000000002,-0.6,-1.4,new_york,NY,New York,6th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 6th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,11.650000000000002
BALTIMORE,6,2,0,NA,11.100000000000001,2,-11.8,-10.400000000000002,-1.6,-2.4,baltimore,MD,Baltimore,6th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 6th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,10.55
BALTIMORE,6,2,0,NA,11.100000000000001,2,-11.8,-10.400000000000002,-1.6,-2.4,baltimore,MD,Baltimore,6th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 6th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,11.650000000000002
NEW ORLEANS,6,3,0,NA,11.100000000000001,3,-11.8,-10.400000000000002,-2.6,-3.4,new_orleans,LA,New Orleans,6th,3rd,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 6th<br>Rank: 3rd<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",right_lim,10.55
NEW ORLEANS,6,3,0,NA,11.100000000000001,3,-11.8,-10.400000000000002,-2.6,-3.4,new_orleans,LA,New Orleans,6th,3rd,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 6th<br>Rank: 3rd<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",left_lim,11.650000000000002
PHILADELPHIA,6,4,0,NA,11.100000000000001,4,-11.8,-10.400000000000002,-3.6,-4.4,philadelphia,PA,Philadelphia,6th,4th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 6th<br>Rank: 4th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,10.55
PHILADELPHIA,6,4,0,NA,11.100000000000001,4,-11.8,-10.400000000000002,-3.6,-4.4,philadelphia,PA,Philadelphia,6th,4th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 6th<br>Rank: 4th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,11.650000000000002
BOSTON,6,5,0,NA,11.100000000000001,5,-11.8,-10.400000000000002,-4.6,-5.4,boston,MA,Boston,6th,5th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 6th<br>Rank: 5th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,10.55
BOSTON,6,5,0,NA,11.100000000000001,5,-11.8,-10.400000000000002,-4.6,-5.4,boston,MA,Boston,6th,5th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 6th<br>Rank: 5th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,11.650000000000002
CINCINNATI,6,6,0,NA,11.100000000000001,6,-11.8,-10.400000000000002,-5.6,-6.4,cincinnati,OH,Cincinnati,6th,6th,Rank Change from Last Census: 2,<br>First Appearance: 4th Census,"City: Cincinnati, OH<br>Census: 6th<br>Rank: 6th<br>Rank Change from Last Census: 2<br>First Appearance: 4th Census",right_lim,10.55
CINCINNATI,6,6,0,NA,11.100000000000001,6,-11.8,-10.400000000000002,-5.6,-6.4,cincinnati,OH,Cincinnati,6th,6th,Rank Change from Last Census: 2,<br>First Appearance: 4th Census,"City: Cincinnati, OH<br>Census: 6th<br>Rank: 6th<br>Rank Change from Last Census: 2<br>First Appearance: 4th Census",left_lim,11.650000000000002
BROOKLYN,6,7,0,NA,11.100000000000001,7,-11.8,-10.400000000000002,-6.6,-7.4,brooklyn,NY,Brooklyn,6th,7th,Rank Change from Last Census: 11,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 6th<br>Rank: 7th<br>Rank Change from Last Census: 11<br>First Appearance: 4th Census",right_lim,10.55
BROOKLYN,6,7,0,NA,11.100000000000001,7,-11.8,-10.400000000000002,-6.6,-7.4,brooklyn,NY,Brooklyn,6th,7th,Rank Change from Last Census: 11,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 6th<br>Rank: 7th<br>Rank Change from Last Census: 11<br>First Appearance: 4th Census",left_lim,11.650000000000002
NORTHERN LIBERTIES,6,8,0,NA,11.100000000000001,8,-11.8,-10.400000000000002,-7.6,-8.4,northern_liberties,PA,Northern Liberties,6th,8th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Northern Liberties, PA<br>Census: 6th<br>Rank: 8th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,10.55
NORTHERN LIBERTIES,6,8,0,NA,11.100000000000001,8,-11.8,-10.400000000000002,-7.6,-8.4,northern_liberties,PA,Northern Liberties,6th,8th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: Northern Liberties, PA<br>Census: 6th<br>Rank: 8th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,11.650000000000002
ALBANY,6,9,0,NA,11.100000000000001,9,-11.8,-10.400000000000002,-8.6,-9.4,albany,NY,Albany,6th,9th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 6th<br>Rank: 9th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census",right_lim,10.55
ALBANY,6,9,0,NA,11.100000000000001,9,-11.8,-10.400000000000002,-8.6,-9.4,albany,NY,Albany,6th,9th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 6th<br>Rank: 9th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census",left_lim,11.650000000000002
CHARLESTON,6,10,0,NA,11.100000000000001,10,-11.8,-10.400000000000002,-9.6,-10.4,charleston,SC,Charleston,6th,10th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 6th<br>Rank: 10th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census",right_lim,10.55
CHARLESTON,6,10,0,NA,11.100000000000001,10,-11.8,-10.400000000000002,-9.6,-10.4,charleston,SC,Charleston,6th,10th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 6th<br>Rank: 10th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census",left_lim,11.650000000000002
SPRING GARDEN,6,11,0,NA,11.100000000000001,11,-11.8,-10.400000000000002,-10.6,-11.4,spring_garden,PA,Spring Garden,6th,11th,Rank Change from Last Census: 9,<br>First Appearance: 5th Census,"City: Spring Garden, PA<br>Census: 6th<br>Rank: 11th<br>Rank Change from Last Census: 9<br>First Appearance: 5th Census",right_lim,10.55
SPRING GARDEN,6,11,0,NA,11.100000000000001,11,-11.8,-10.400000000000002,-10.6,-11.4,spring_garden,PA,Spring Garden,6th,11th,Rank Change from Last Census: 9,<br>First Appearance: 5th Census,"City: Spring Garden, PA<br>Census: 6th<br>Rank: 11th<br>Rank Change from Last Census: 9<br>First Appearance: 5th Census",left_lim,11.650000000000002
SOUTHWARK,6,12,0,NA,11.100000000000001,12,-11.8,-10.400000000000002,-11.6,-12.4,southwark,PA,Southwark,6th,12th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Southwark, PA<br>Census: 6th<br>Rank: 12th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",right_lim,10.55
SOUTHWARK,6,12,0,NA,11.100000000000001,12,-11.8,-10.400000000000002,-11.6,-12.4,southwark,PA,Southwark,6th,12th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Southwark, PA<br>Census: 6th<br>Rank: 12th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",left_lim,11.650000000000002
WASHINGTON,6,13,0,NA,11.100000000000001,13,-11.8,-10.400000000000002,-12.6,-13.4,washington,DC,Washington,6th,13th,Rank Change from Last Census: -2,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 6th<br>Rank: 13th<br>Rank Change from Last Census: -2<br>First Appearance: 3rd Census",right_lim,10.55
WASHINGTON,6,13,0,NA,11.100000000000001,13,-11.8,-10.400000000000002,-12.6,-13.4,washington,DC,Washington,6th,13th,Rank Change from Last Census: -2,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 6th<br>Rank: 13th<br>Rank Change from Last Census: -2<br>First Appearance: 3rd Census",left_lim,11.650000000000002
PROVIDENCE,6,14,0,NA,11.100000000000001,14,-11.8,-10.400000000000002,-13.6,-14.4,providence,RI,Providence,6th,14th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 6th<br>Rank: 14th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",right_lim,10.55
PROVIDENCE,6,14,0,NA,11.100000000000001,14,-11.8,-10.400000000000002,-13.6,-14.4,providence,RI,Providence,6th,14th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 6th<br>Rank: 14th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",left_lim,11.650000000000002
KENSINGTON,6,15,0,NA,11.100000000000001,15,-11.8,-10.400000000000002,-14.6,-15.4,kensington,PA,Kensington,6th,15th,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,"City: Kensington, PA<br>Census: 6th<br>Rank: 15th<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census",right_lim,10.55
KENSINGTON,6,15,0,NA,11.100000000000001,15,-11.8,-10.400000000000002,-14.6,-15.4,kensington,PA,Kensington,6th,15th,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,"City: Kensington, PA<br>Census: 6th<br>Rank: 15th<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census",left_lim,11.650000000000002
LOUISVILLE,6,16,0,NA,11.100000000000001,16,-11.8,-10.400000000000002,-15.6,-16.4,louisville,KY,Louisville,6th,16th,Rank Change from Last Census: 6,<br>First Appearance: 5th Census,"City: Louisville, KY<br>Census: 6th<br>Rank: 16th<br>Rank Change from Last Census: 6<br>First Appearance: 5th Census",right_lim,10.55
LOUISVILLE,6,16,0,NA,11.100000000000001,16,-11.8,-10.400000000000002,-15.6,-16.4,louisville,KY,Louisville,6th,16th,Rank Change from Last Census: 6,<br>First Appearance: 5th Census,"City: Louisville, KY<br>Census: 6th<br>Rank: 16th<br>Rank Change from Last Census: 6<br>First Appearance: 5th Census",left_lim,11.650000000000002
PITTSBURG,6,17,0,NA,11.100000000000001,17,-11.8,-10.400000000000002,-16.6,-17.4,pittsburg,PA,Pittsburg,6th,17th,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,"City: Pittsburg, PA<br>Census: 6th<br>Rank: 17th<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census",right_lim,10.55
PITTSBURG,6,17,0,NA,11.100000000000001,17,-11.8,-10.400000000000002,-16.6,-17.4,pittsburg,PA,Pittsburg,6th,17th,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,"City: Pittsburg, PA<br>Census: 6th<br>Rank: 17th<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census",left_lim,11.650000000000002
LOWELL,6,18,0,NA,11.100000000000001,18,-11.8,-10.400000000000002,-17.6,-18.4,lowell,MA,Lowell,6th,18th,Rank Change from Last Census: 25,<br>First Appearance: 5th Census,"City: Lowell, MA<br>Census: 6th<br>Rank: 18th<br>Rank Change from Last Census: 25<br>First Appearance: 5th Census",right_lim,10.55
LOWELL,6,18,0,NA,11.100000000000001,18,-11.8,-10.400000000000002,-17.6,-18.4,lowell,MA,Lowell,6th,18th,Rank Change from Last Census: 25,<br>First Appearance: 5th Census,"City: Lowell, MA<br>Census: 6th<br>Rank: 18th<br>Rank Change from Last Census: 25<br>First Appearance: 5th Census",left_lim,11.650000000000002
ROCHESTER,6,19,0,NA,11.100000000000001,19,-11.8,-10.400000000000002,-18.6,-19.4,rochester,NY,Rochester,6th,19th,Rank Change from Last Census: 6,<br>First Appearance: 5th Census,"City: Rochester, NY<br>Census: 6th<br>Rank: 19th<br>Rank Change from Last Census: 6<br>First Appearance: 5th Census",right_lim,10.55
ROCHESTER,6,19,0,NA,11.100000000000001,19,-11.8,-10.400000000000002,-18.6,-19.4,rochester,NY,Rochester,6th,19th,Rank Change from Last Census: 6,<br>First Appearance: 5th Census,"City: Rochester, NY<br>Census: 6th<br>Rank: 19th<br>Rank Change from Last Census: 6<br>First Appearance: 5th Census",left_lim,11.650000000000002
RICHMOND,6,20,0,NA,11.100000000000001,20,-11.8,-10.400000000000002,-19.6,-20.4,richmond,VA,Richmond,6th,20th,Rank Change from Last Census: -7,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 6th<br>Rank: 20th<br>Rank Change from Last Census: -7<br>First Appearance: 2nd Census",right_lim,10.55
RICHMOND,6,20,0,NA,11.100000000000001,20,-11.8,-10.400000000000002,-19.6,-20.4,richmond,VA,Richmond,6th,20th,Rank Change from Last Census: -7,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 6th<br>Rank: 20th<br>Rank Change from Last Census: -7<br>First Appearance: 2nd Census",left_lim,11.650000000000002
TROY,6,21,0,NA,11.100000000000001,21,-11.8,-10.400000000000002,-20.6,-21.4,troy,NY,Troy,6th,21st,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 6th<br>Rank: 21st<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",right_lim,10.55
TROY,6,21,0,NA,11.100000000000001,21,-11.8,-10.400000000000002,-20.6,-21.4,troy,NY,Troy,6th,21st,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 6th<br>Rank: 21st<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",left_lim,11.650000000000002
BUFFALO,6,22,0,NA,11.100000000000001,22,-11.8,-10.400000000000002,-21.6,-22.4,buffalo,NY,Buffalo,6th,22nd,Rank Change from Last Census: 5,<br>First Appearance: 5th Census,"City: Buffalo, NY<br>Census: 6th<br>Rank: 22nd<br>Rank Change from Last Census: 5<br>First Appearance: 5th Census",right_lim,10.55
BUFFALO,6,22,0,NA,11.100000000000001,22,-11.8,-10.400000000000002,-21.6,-22.4,buffalo,NY,Buffalo,6th,22nd,Rank Change from Last Census: 5,<br>First Appearance: 5th Census,"City: Buffalo, NY<br>Census: 6th<br>Rank: 22nd<br>Rank Change from Last Census: 5<br>First Appearance: 5th Census",left_lim,11.650000000000002
NEWARK,6,23,0,NA,11.100000000000001,23,-11.8,-10.400000000000002,-22.6,-23.4,newark,NJ,Newark,6th,23rd,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 6th<br>Rank: 23rd<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",right_lim,10.55
NEWARK,6,23,0,NA,11.100000000000001,23,-11.8,-10.400000000000002,-22.6,-23.4,newark,NJ,Newark,6th,23rd,Rank Change from Last Census: -2,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 6th<br>Rank: 23rd<br>Rank Change from Last Census: -2<br>First Appearance: 4th Census",left_lim,11.650000000000002
ST. LOUIS,6,24,1,NA,11.100000000000001,24,-11.8,-10.400000000000002,-23.6,-24.4,st_louis,MO,St. Louis,6th,24th,First Appearance,,"City: St. Louis, MO<br>Census: 6th<br>Rank: 24th<br>First Appearance",right_lim,10.55
ST. LOUIS,6,24,1,NA,11.100000000000001,24,-11.8,-10.400000000000002,-23.6,-24.4,st_louis,MO,St. Louis,6th,24th,First Appearance,,"City: St. Louis, MO<br>Census: 6th<br>Rank: 24th<br>First Appearance",left_lim,11.650000000000002
PORTLAND,6,25,0,NA,11.100000000000001,25,-11.8,-10.400000000000002,-24.6,-25.4,portland,ME,Portland,6th,25th,Rank Change from Last Census: -9,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 6th<br>Rank: 25th<br>Rank Change from Last Census: -9<br>First Appearance: 3rd Census",right_lim,10.55
PORTLAND,6,25,0,NA,11.100000000000001,25,-11.8,-10.400000000000002,-24.6,-25.4,portland,ME,Portland,6th,25th,Rank Change from Last Census: -9,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 6th<br>Rank: 25th<br>Rank Change from Last Census: -9<br>First Appearance: 3rd Census",left_lim,11.650000000000002
SALEM,6,26,0,NA,11.100000000000001,26,-11.8,-10.400000000000002,-25.6,-26.4,salem,MA,Salem,6th,26th,Rank Change from Last Census: -12,<br>First Appearance: 1st Census,"City: Salem, MA<br>Census: 6th<br>Rank: 26th<br>Rank Change from Last Census: -12<br>First Appearance: 1st Census",right_lim,10.55
SALEM,6,26,0,NA,11.100000000000001,26,-11.8,-10.400000000000002,-25.6,-26.4,salem,MA,Salem,6th,26th,Rank Change from Last Census: -12,<br>First Appearance: 1st Census,"City: Salem, MA<br>Census: 6th<br>Rank: 26th<br>Rank Change from Last Census: -12<br>First Appearance: 1st Census",left_lim,11.650000000000002
MOYAMENSING,6,27,0,NA,11.100000000000001,27,-11.8,-10.400000000000002,-26.6,-27.4,moyamensing,PA,Moyamensing,6th,27th,Rank Change from Last Census: 14,<br>First Appearance: 5th Census,"City: Moyamensing, PA<br>Census: 6th<br>Rank: 27th<br>Rank Change from Last Census: 14<br>First Appearance: 5th Census",right_lim,10.55
MOYAMENSING,6,27,0,NA,11.100000000000001,27,-11.8,-10.400000000000002,-26.6,-27.4,moyamensing,PA,Moyamensing,6th,27th,Rank Change from Last Census: 14,<br>First Appearance: 5th Census,"City: Moyamensing, PA<br>Census: 6th<br>Rank: 27th<br>Rank Change from Last Census: 14<br>First Appearance: 5th Census",left_lim,11.650000000000002
NEW HAVEN,6,28,0,NA,11.100000000000001,28,-11.8,-10.400000000000002,-27.6,-28.4,new_haven,CT,New Haven,6th,28th,Rank Change from Last Census: -5,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 6th<br>Rank: 28th<br>Rank Change from Last Census: -5<br>First Appearance: 3rd Census",right_lim,10.55
NEW HAVEN,6,28,0,NA,11.100000000000001,28,-11.8,-10.400000000000002,-27.6,-28.4,new_haven,CT,New Haven,6th,28th,Rank Change from Last Census: -5,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 6th<br>Rank: 28th<br>Rank Change from Last Census: -5<br>First Appearance: 3rd Census",left_lim,11.650000000000002
UTICA,6,29,0,NA,11.100000000000001,29,-11.8,-10.400000000000002,-28.6,-29.4,utica,NY,Utica,6th,29th,Rank Change from Last Census: 0,<br>First Appearance: 5th Census,"City: Utica, NY<br>Census: 6th<br>Rank: 29th<br>Rank Change from Last Census: 0<br>First Appearance: 5th Census",right_lim,10.55
UTICA,6,29,0,NA,11.100000000000001,29,-11.8,-10.400000000000002,-28.6,-29.4,utica,NY,Utica,6th,29th,Rank Change from Last Census: 0,<br>First Appearance: 5th Census,"City: Utica, NY<br>Census: 6th<br>Rank: 29th<br>Rank Change from Last Census: 0<br>First Appearance: 5th Census",left_lim,11.650000000000002
MOBILE,6,30,1,NA,11.100000000000001,30,-11.8,-10.400000000000002,-29.6,-30.4,mobile,AL,Mobile,6th,30th,First Appearance,,"City: Mobile, AL<br>Census: 6th<br>Rank: 30th<br>First Appearance",right_lim,10.55
MOBILE,6,30,1,NA,11.100000000000001,30,-11.8,-10.400000000000002,-29.6,-30.4,mobile,AL,Mobile,6th,30th,First Appearance,,"City: Mobile, AL<br>Census: 6th<br>Rank: 30th<br>First Appearance",left_lim,11.650000000000002
NEW BEDFORD,6,31,0,NA,11.100000000000001,31,-11.8,-10.400000000000002,-30.6,-31.4,new_bedford,MA,New Bedford,6th,31st,Rank Change from Last Census: 5,<br>First Appearance: 3rd Census,"City: New Bedford, MA<br>Census: 6th<br>Rank: 31st<br>Rank Change from Last Census: 5<br>First Appearance: 3rd Census",right_lim,10.55
NEW BEDFORD,6,31,0,NA,11.100000000000001,31,-11.8,-10.400000000000002,-30.6,-31.4,new_bedford,MA,New Bedford,6th,31st,Rank Change from Last Census: 5,<br>First Appearance: 3rd Census,"City: New Bedford, MA<br>Census: 6th<br>Rank: 31st<br>Rank Change from Last Census: 5<br>First Appearance: 3rd Census",left_lim,11.650000000000002
CHARLESTOWN,6,32,0,NA,11.100000000000001,32,-11.8,-10.400000000000002,-31.6,-32.4,charlestown,MA,Charlestown,6th,32nd,Rank Change from Last Census: -6,<br>First Appearance: 4th Census,"City: Charlestown, MA<br>Census: 6th<br>Rank: 32nd<br>Rank Change from Last Census: -6<br>First Appearance: 4th Census",right_lim,10.55
CHARLESTOWN,6,32,0,NA,11.100000000000001,32,-11.8,-10.400000000000002,-31.6,-32.4,charlestown,MA,Charlestown,6th,32nd,Rank Change from Last Census: -6,<br>First Appearance: 4th Census,"City: Charlestown, MA<br>Census: 6th<br>Rank: 32nd<br>Rank Change from Last Census: -6<br>First Appearance: 4th Census",left_lim,11.650000000000002
SAVANNAH,6,33,0,NA,11.100000000000001,33,-11.8,-10.400000000000002,-32.6,-33.4,savannah,GA,Savannah,6th,33rd,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 6th<br>Rank: 33rd<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census",right_lim,10.55
SAVANNAH,6,33,0,NA,11.100000000000001,33,-11.8,-10.400000000000002,-32.6,-33.4,savannah,GA,Savannah,6th,33rd,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 6th<br>Rank: 33rd<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census",left_lim,11.650000000000002
PETERSBURG,6,34,1,NA,11.100000000000001,34,-11.8,-10.400000000000002,-33.6,-34.4,petersburg,VA,Petersburg,6th,34th,Rank Change from Last Census: -4,<br>First Appearance: 3rd Census,"City: Petersburg, VA<br>Census: 6th<br>Rank: 34th<br>Rank Change from Last Census: -4<br>First Appearance: 3rd Census",right_lim,10.55
PETERSBURG,6,34,1,NA,11.100000000000001,34,-11.8,-10.400000000000002,-33.6,-34.4,petersburg,VA,Petersburg,6th,34th,Rank Change from Last Census: -4,<br>First Appearance: 3rd Census,"City: Petersburg, VA<br>Census: 6th<br>Rank: 34th<br>Rank Change from Last Census: -4<br>First Appearance: 3rd Census",left_lim,11.650000000000002
